,shcode,date,max_vol,max_jupo,contin_jupo,samo_vol_ratio,sec_vol_ratio,ins_vol_ratio,tusin_vol_ratio,bank_vol_ratio,jong_vol_ratio,fund_vol_ratio,etcom_vol_ratio,for_reg_vol_ratio,for_noreg_vol_ratio,nat_no_vol_ratio,per_vol_ratio,com_vol_ratio,for_vol_ratio,etc_vol_ratio
231,010100,20190906,0.025992610837438423,per_vol,1,0.00015054187192118228,0.0033672577996715926,0.002830837438423645,-0.009871494252873564,-0.0032820032840722496,3.284072249589491e-08,0.0004869293924466338,-0.00920623973727422,-0.010422331691297209,-6.426929392446634e-05,1.812807881773399e-05,0.025992610837438423,-0.006299770114942529,-0.010486600985221676,-0.009188111658456486
232,010100,20190909,0.04002174055829228,per_vol,1,0.00015054187192118228,0.0017022660098522167,0.0017157963875205256,-0.009871494252873564,-0.0033198029556650247,3.284072249589491e-08,0.00011714285714285714,-0.010246600985221675,-0.020154515599343184,-0.00013323481116584565,1.812807881773399e-05,0.04002174055829228,-0.009487389162561576,-0.02028775041050903,-0.01022847290640394
238,010100,20190919,0.04875392446633826,per_vol,1,0.00015054187192118228,0.0014336617405582923,0.0027341543513957306,-0.009871001642036125,-0.0033677175697865353,3.284072249589491e-08,0.00011714285714285714,-0.017807651888341543,-0.021801740558292284,-0.0003594745484400657,1.812807881773399e-05,0.04875392446633826,-0.008785057471264368,-0.022161215106732347,-0.01778952380952381
233,010140,20181213,0.04873263174603175,com_vol,1,0.004077357142857143,-0.010508780952380952,0.0028248396825396828,0.011211650793650794,3.603174603174603e-05,-0.0007687603174603174,0.04232163650793651,-5.3731746031746034e-05,0.00334105873015873,-0.0003952222222222222,-0.00046134285714285713,-0.05162473650793651,0.04873263174603175,0.002945836507936508,-0.0005150746031746032
133,010400,20190405,0.31167764366308054,per_vol,1,-0.06184964576226712,-0.03306573077932301,-0.003339412227761742,-0.017382707950669117,-0.0001311991603253739,-0.013433482025715036,-0.00042993964838625035,0.0025316189976384153,-0.00841380215166623,0.0005826554710049856,-0.17674599842561006,0.31167764366308054,-0.3063781159800577,-0.007831146680661243,-0.17421437942797166
241,010420,20190626,0.025485531644951934,per_vol,1,0.001195139803835456,0.004485043673449471,0.0017262967842677987,2.3910603620748547e-06,0.0,0.0,0.0009110915922510125,-0.0009550090274727956,-0.031967013126433415,-0.0008834724052115356,0.0,0.025485531644951934,0.008319962914165813,-0.03285048553164495,-0.0009550090274727956
242,010420,20190627,0.0239611086712536,per_vol,1,0.0025146147464988043,0.004192260771970917,0.0030220563119113843,2.3910603620748547e-06,0.0,0.0,0.0009110915922510125,0.002451032059727712,-0.03632874640121017,-0.0007258088127653345,0.0,0.0239611086712536,0.010642414482994193,-0.03705455521397551,0.002451032059727712
240,010600,20190625,0.0667239246686817,per_vol,1,-0.01166140432457568,-0.00390734712857475,1.643803766565915e-05,0.00043159730295280166,0.0,-0.021320855614973263,0.0016989304812834224,-0.025241897233201582,-0.009254731457800511,0.0025153452685421993,0.0,0.0667239246686817,-0.03474264124622181,-0.006739386189258312,-0.025241897233201582
241,010600,20190626,0.06899534991862358,per_vol,1,-0.01166140432457568,-0.005455684724482678,1.643803766565915e-05,0.00043159730295280166,0.0,-0.021320855614973263,0.0016989304812834224,-0.025892815624273424,-0.01000613810741688,0.0031945826551964657,0.0,0.06899534991862358,-0.036290978842129736,-0.006811555452220414,-0.025892815624273424
244,010600,20190701,0.07538126017205302,per_vol,1,-0.01166140432457568,-0.0054541269472215765,1.643803766565915e-05,0.00043159730295280166,0.0,-0.021320855614973263,0.0016989304812834224,-0.03137170425482446,-0.010279214136247385,0.002559079283887468,0.0,0.07538126017205302,-0.036289421064868634,-0.007720134852359916,-0.03137170425482446
238,010660,20190524,0.023495545454545453,per_vol,1,-0.01515159090909091,-0.00028504545454545455,0.00017186363636363636,-0.003867136363636364,-0.0005782727272727273,0.0,4.272727272727273e-06,2.25e-05,-0.0038465454545454545,3.231818181818182e-05,2.0909090909090907e-06,0.023495545454545453,-0.019703818181818183,-0.0038142272727272725,2.4590909090909092e-05
242,010660,20190627,0.11443481818181818,per_vol,1,-0.028385954545454544,-0.002047136363636364,0.000208,-0.005249909090909091,-0.0011120909090909091,-0.0022627272727272726,0.0006495454545454545,-0.0005196363636363636,-0.07604013636363637,0.00032313636363636366,2.0909090909090907e-06,0.11443481818181818,-0.03819818181818182,-0.075717,-0.0005175454545454546
228,010660,20190709,0.1291829090909091,per_vol,1,-0.02954890909090909,-0.002360590909090909,0.00012827272727272728,-0.018682863636363636,-0.0012054545454545454,-0.0033536363636363638,0.0006495454545454545,-0.000545,-0.07518527272727273,0.0009189090909090909,2.0909090909090907e-06,0.1291829090909091,-0.05437154545454546,-0.07426636363636363,-0.0005429090909090909
229,010660,20190904,0.1487995909090909,per_vol,1,-0.028998909090909093,-0.004052818181818182,-0.0005854090909090909,-0.03725272727272727,-0.0107405,-0.003353590909090909,0.0006887272727272727,-0.0005617272727272728,-0.06422345454545454,0.0002787272727272727,2.0909090909090907e-06,0.1487995909090909,-0.08429313636363636,-0.06394472727272728,-0.0005596363636363636
234,010770,20190118,0.006078974358974359,for_reg_vol,1,0.002030905982905983,-0.0006992136752136752,0.0001251965811965812,-0.0011783931623931623,0.0,-3.0905982905982906e-05,-0.00011158974358974359,-0.0005182905982905983,0.006078974358974359,-0.0006616752136752137,0.0006012307692307693,-0.005636239316239316,0.0007372307692307692,0.0054172991452991455,8.294017094017094e-05
235,010770,20190618,0.03561586324786325,per_vol,1,-0.0004917606837606838,-0.004669264957264958,-0.005710837606837607,-0.026589606837606836,0.0,5.046153846153846e-05,-0.002087863247863248,-0.0016874529914529914,0.005506803418803418,0.0008295384615384615,-0.0007658803418803419,0.03561586324786325,-0.04026475213675214,0.006336341880341881,-0.0024533333333333334
231,010820,20190315,0.050618731957660645,per_vol,1,0.0009198973591361061,-0.000520431946968887,0.00023147653159414093,-5.933924943868278e-05,0.0,-1.646530524965252e-05,0.0017081150433016145,-0.04591752378915856,-0.007354260665027264,0.00037209451512883564,1.7705549021704266e-05,0.050618731957660645,0.0022809579813963432,-0.0069821661498984285,-0.04589981824013686
240,010820,20190923,0.0037319362771303325,com_vol,0,0.0014172992622687908,0.0018579493210734523,0.00024807013792366086,-0.001622281620870309,0.0,2.1383513311237037e-08,0.001813172244199722,0.0004186036565807762,0.0028759114722548915,0.0002875227199828932,1.7705549021704266e-05,-0.007313974125948894,0.0037319362771303325,0.003163434192237785,0.0004363092056024805
240,011000,20190128,0.0019207789838547843,for_reg_vol,1,1.7832710024628296e-05,0.0007050533613062118,-1.7057374806166195e-05,-3.762656207242543e-05,0.0,0.0,0.0,0.00045051536988050716,0.0019207789838547843,-0.000325412751983946,1.67837270820031e-05,-0.002730867463285597,0.0006849858615342515,0.0015953662318708383,0.00046729909696251025
238,011090,20181220,0.0055074009867982394,com_vol,0,0.0030600413388451792,0.0005593745832777703,0.000560308041072143,0.0013100413388451794,0.0,0.0,0.0,-0.00941577210294706,0.004072576343512468,-2.0769435924789973e-05,1.763568475796773e-05,-0.0001434357914388585,0.0055074009867982394,0.004051806907587678,-0.009398136418189092
227,011090,20190109,0.023629383917855715,per_vol,1,-0.0007261301506867583,0.0003432791038805174,0.00023621482864381917,0.0008897352980397386,0.0,0.0,0.0,-0.008675273369782638,-0.014677223629817309,-0.0010376216828910522,1.763568475796773e-05,0.023629383917855715,0.0007607347646352847,-0.01571484531270836,-0.00865763768502467
233,011090,20191015,0.0026401520202693693,com_vol,0,-0.0003287938391785571,-0.0003918355780770769,0.0009467095612748366,0.0008539971996266169,-7.170956127483664e-05,1.6668889185224698e-08,0.0016141318842512334,-0.0017604180557407654,-0.0038049239898653156,0.001500516735564742,1.763568475796773e-05,0.0014246732897719697,0.0026401520202693693,-0.0023044072543005733,-0.0017427823709827977
235,011090,20191017,0.01074923323109748,per_vol,0,-0.0003287938391785571,-0.00039683624483264436,0.0009467095612748366,0.0008539971996266169,-7.170956127483664e-05,1.6668889185224698e-08,0.0016141318842512334,-0.0017604180557407654,-0.013052340312041605,0.0014283737831710895,1.763568475796773e-05,0.01074923323109748,0.0026351513535138016,-0.011623966528870516,-0.0017427823709827977
232,011150,20190416,0.003577579249116362,per_vol,0,-3.094820628426707e-05,0.0004149620105201636,2.6356071358993628e-05,3.5039381035874315e-05,0.0,2.7831120759232974e-08,3.662575491915059e-05,-0.0008025103670924828,-0.003561938159249673,0.0002868831927861735,1.7923241768946034e-05,0.003577579249116362,0.0004999860844396203,-0.0032750549664634994,-0.0007845871253235368
236,011150,20190422,0.007545267317914893,per_vol,1,-3.094820628426707e-05,0.0004775263699869194,2.6356071358993628e-05,2.56602933400128e-05,0.0,2.7831120759232974e-08,3.662575491915059e-05,-0.0010050930950989397,-0.007669199298655757,0.0005758537196292895,1.7923241768946034e-05,0.007545267317914893,0.0005531713562105146,-0.007093345579026467,-0.0009871698533299937
227,011150,20190807,0.004606300965739891,for_vol,1,-0.0006150399376582895,-0.00029829395229745903,0.00021276891820433608,3.57908212963736e-05,0.0,2.7831120759232974e-08,0.00039013665080292784,-0.00036550610893100666,0.0037918510478416965,0.0008144499178981937,1.7923241768946034e-05,-0.003984108430046478,-0.00025668642676240574,0.004606300965739891,-0.0003475828671620606
232,011150,20190814,0.008187192118226602,per_vol,1,3.8212128802426874e-05,-0.00034196098076869557,0.0001996882914474966,4.697893184158526e-05,0.0,2.7831120759232974e-08,0.0006830035345523364,0.0009398012857977791,-0.009764409562773094,-6.45682001614205e-06,1.7923241768946034e-05,0.008187192118226602,0.0006438729787648548,-0.009770866382789236,0.0009577245275667251
236,011200,20190422,0.033851026055750716,for_vol,0,0.0038137778311304305,0.00013878288559225656,0.00012128812959640122,-0.0006878048472288913,-0.012278219692183274,-0.0010573207561474893,-0.0040982145113599025,-0.022402341479440976,0.033817846672900505,3.317938285021102e-05,0.0008409992671030352,0.0017580271171876974,-0.013206711693497434,0.033851026055750716,-0.02156134221233794
225,011280,20190507,0.018825833968872694,com_vol,1,-0.0006083806457079908,0.015657105330056775,0.00020616896873146344,0.0005438522159139056,0.0,0.0,0.0030092223822839872,-0.0015551083241533204,-0.0017989577154478434,-0.0002887325932830551,1.7865717594554134e-05,-0.015183035335988476,0.018825833968872694,-0.0020876903087308986,-0.0015372426065587662
226,011280,20190508,0.018539403440386407,com_vol,1,-0.0008830607575629184,0.015552989859616416,0.00020616896873146344,0.0005789198655481173,0.0,0.0,0.0030665197864587746,-0.002171892212524362,-0.004145538513685281,-0.00046272914724740843,1.7865717594554134e-05,-0.011759243566929357,0.018539403440386407,-0.00460826766093269,-0.0021540264949298084
231,011280,20190813,0.02433132785357173,com_vol,1,-0.00033190690054515156,0.015637375363669746,0.00029915543880462106,0.00020766601700420868,0.0,1.4123096912691015e-08,0.00850115809394684,-0.003756927379035675,-0.007188868175013417,-1.5210575374968223e-05,1.7865717594554134e-05,-0.013370321724147672,0.02433132785357173,-0.007204078750388385,-0.0037390616614411207
233,011330,20190319,0.12803670392671349,sec_vol,1,-0.017419895954984606,0.12803670392671349,4.23611848391549e-05,-0.0008795595528794382,0.0,0.0007724053205526823,0.0008640589689533314,-0.09977909392868518,0.001861965935115951,0.00010867092351326346,1.5000075834559325e-05,-0.0136226168989732,0.11143107396902917,0.0019706368586292146,-0.09976409385285062
235,011330,20190521,0.13025601747228246,com_vol,0,-0.020142659973002897,0.128452337979464,0.00076388151608451,0.009985090925636632,0.0,-0.0005820150759103939,0.011764382024176057,-0.10202431255971972,-0.015426948569001866,-0.004883578784523683,1.5000075834559325e-05,-0.007921177559037205,0.13025601747228246,-0.020310527353525547,-0.10200931248388516
233,011390,20190910,0.010410037878787878,for_reg_vol,1,0.0014015151515151514,0.001430871212121212,0.0002159090909090909,-0.00020643939393939393,0.0,-9.46969696969697e-07,0.0023494318181818182,0.0033901515151515153,0.010410037878787878,-7.954545454545455e-05,2.178030303030303e-05,-0.018932765151515152,0.005212121212121212,0.010330492424242424,0.0034119318181818183
234,011390,20190911,0.008851325757575757,for_reg_vol,1,0.0006373106060606061,-0.00012878787878787878,1.1363636363636363e-05,-0.00013352272727272727,0.0,-9.46969696969697e-07,0.0023494318181818182,0.003669507575757576,0.008851325757575757,-0.00020833333333333335,2.178030303030303e-05,-0.015069128787878788,0.002756628787878788,0.008642992424242425,0.003691287878787879
238,011420,20190723,0.00456983666061706,per_vol,1,-5.408348457350272e-06,0.00042591651542649725,1.3793103448275862e-06,2.9764065335753178e-06,0.0,0.0,0.0,0.002601488203266788,-0.0075783666061705985,-1.7822141560798548e-05,0.0,0.00456983666061706,0.00042486388384754993,-0.007596188747731398,0.002601488203266788
231,011700,20190712,0.06515089687480738,per_vol,1,6.8421377057264375e-06,0.0011454416569068606,7.514023300252728e-05,-8.38315971152068e-06,0.0,0.0,0.0002543610922763977,9.693028416445787e-05,-0.06740559699192504,0.0006666461197065894,1.772175306663379e-05,0.06515089687480738,0.0014911237132466252,-0.06673895087221846,0.00011465203723109166
233,011785,20190417,0.05266192523982798,per_vol,1,-0.0008703274892490903,-0.006390340721137942,-0.0006328150843532914,0.005096261991399272,3.473370823685081e-05,-0.00501885544161429,-0.003501488587495865,-0.011026463777704268,-0.012515382070790605,-0.00019616275223288123,-0.017641085014885875,0.05266192523982798,-0.028923916639100232,-0.012711544823023486,-0.028667548792590144
230,012160,20190212,0.05402814964987708,per_vol,1,-0.015154100690924767,0.006912976103091102,-0.004448332109942093,0.0016907266943968682,-8.15594160345812e-07,0.0,-0.007674170132941848,-0.042212240903212274,0.007100947254360516,-5.5448751558367415e-05,-0.00018769151898586693,0.05402814964987708,-0.01886140724946695,0.007045498502802149,-0.042399932422198146
234,012160,20190218,0.06007329861232479,per_vol,1,-0.015154100690924767,0.006938970254115838,-0.004450371095342957,0.0016907266943968682,-8.15594160345812e-07,0.0,-0.0076210866044484835,-0.042207370640940496,0.0009747631864098711,-5.6322602444452215e-05,-0.00018769151898586693,0.06007329861232479,-0.018784368555349717,0.0009184405839654188,-0.04239506215992636
236,012170,20190619,0.02693170793522062,per_vol,0,4.257799629976937e-07,0.00048673239222444685,1.894720835339737e-05,-0.00033888536888258103,-1.357427072509314e-05,0.0,0.00011911701345768812,-0.048241082697620195,0.01864817903033682,0.002388432977671896,0.0,0.02693170793522062,0.00027276275439085584,0.02103661200800872,-0.048241082697620195
241,012170,20190626,0.029090336315482676,per_vol,1,4.257799629976937e-07,0.00048593152038928455,1.894720835339737e-05,-0.00033888536888258103,-1.357427072509314e-05,0.0,0.0,-0.04603178650176141,0.014650150797070228,0.0021384545201105,0.0,0.029090336315482676,0.0001528448690980054,0.016788605317180728,-0.04603178650176141
244,012200,20191129,0.015347208588957056,per_vol,1,-0.0017865644171779142,-0.0019825766871165644,0.0006619325153374233,-0.007143159509202454,0.0,3.067484662576687e-08,0.006901319018404908,0.0004914723926380368,-0.012528650306748466,3.898773006134969e-05,0.0,0.015347208588957056,-0.0033490184049079753,-0.012489662576687117,0.0004914723926380368
231,012450,20190813,0.06778628782001551,for_reg_vol,1,0.0021895267649340573,0.0006562839410395655,0.0036171256788207914,0.026499806051202484,-0.00012647401086113267,-0.0001454809930178433,0.029012529092319626,0.007083708301008533,0.06778628782001551,-0.00012371993793638478,0.0016572536850271529,-0.13810684639255236,0.0633605702094647,0.06766256788207912,0.008740961986035687
238,012510,20190424,0.015145384693155394,for_reg_vol,1,-0.0008047383142924544,0.004661881171435312,0.0035459171637515587,-0.007157618036598928,0.00033114278974151587,0.0005488828227681731,-0.02276800458329121,0.009415259663667307,0.015145384693155394,-0.0001566407171502713,-0.00038654669227917635,-0.002374919960907222,-0.02202908367876521,0.014988743976005123,0.009028712971388131
239,012510,20191023,0.048095945809321604,for_reg_vol,1,-0.008339635358743639,-0.000568564014423887,-0.0022154820880935532,-0.008130927105449399,-0.0004681697165773599,-0.0013975331109089071,-0.017436726990867117,0.0004456576685876049,0.048095945809321604,-0.000157685437940215,-0.0013825026118019748,-0.008444377043103158,-0.039939540996865835,0.04793826037138139,-0.0009368449432143699
